"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000212409",198.420968266277,2.38230616517503,0.495905279189157,4.80395403144384,1.5556255857815e-06,0.000142921044963596
"ENSG00000241529",273.241443759809,1.94836028335974,0.405578039673143,4.80390971101377,1.55597015129477e-06,0.000142921044963596
"ENSG00000166148",24.0620798640189,4.10895929323746,0.856558798446442,4.79705456378472,1.61015751741376e-06,0.000146828811955063
"ENSG00000200310",138.23665330344,2.07123381037932,0.431880023391307,4.79585463137448,1.6198272185491e-06,0.000146828811955063
"ENSG00000202411",49.5986487293266,2.30253111850543,0.480862544773768,4.78833534349968,1.68170463042576e-06,0.000151441349006576
"ENSG00000150625",1033.22164785687,1.87585210955239,0.392491054600947,4.77934996877727,1.75862846506677e-06,0.000157340149296688
"ENSG00000252301",130.422856395161,2.31224512177619,0.484091688532939,4.77646110550575,1.78407041103141e-06,0.000158586594343166
"ENSG00000201822",519.708500473701,2.0661004483895,0.432719451221929,4.77468817857661,1.79985915522779e-06,0.000158964483594413
"ENSG00000222650",18.7697505712558,3.86833235449567,0.814043566982745,4.75199671294456,2.01417648015006e-06,0.000176760022570111
"ENSG00000210112",1106.9005433626,2.12490179217349,0.447914201702185,4.7439928988595,2.095461972824e-06,0.000182729588997273
"ENSG00000179869",7.55377797652262,6.80719996950361,1.43850074972592,4.73214905922058,2.22155174602028e-06,0.000192506540607971
"ENSG00000252847",37.1416149629007,3.27489459430326,0.693029611120787,4.72547571092527,2.29577275749134e-06,0.000197694731579473
"ENSG00000272351",617.553688902692,1.81018275533094,0.383382748125619,4.7216072298011,2.33988213663061e-06,0.000200241590549668
"ENSG00000201096",47.8967528529959,2.74915906057066,0.58255902498727,4.71910818072166,2.36880830315969e-06,0.000201465683956384
"ENSG00000252553",38.9920207101141,3.4782365570455,0.740331994560401,4.69821185981679,2.62449117076294e-06,0.000221192136847546
"ENSG00000201801",89.6094183183231,3.08484977531041,0.656691708474244,4.69756163432875,2.63285748606456e-06,0.000221192136847546
"ENSG00000265918",25.0673712021019,2.86504532758094,0.611108669871797,4.688274719097,2.75517994851547e-06,0.000230065874731189
"ENSG00000200601",42.456982101861,3.05432882538606,0.654939910944466,4.66352527055729,3.10837994436061e-06,0.000257995535381931
"ENSG00000277370",62.0200233713579,2.32563681852202,0.498875967352004,4.66175356344848,3.13526477743755e-06,0.000258668731158889
"ENSG00000252217",51.4779481657096,3.04251025832075,0.65321333900411,4.6577589229261,3.19670240335964e-06,0.000262167653056483
"ENSG00000200468",43.7062747993824,3.06731683908271,0.659406952968456,4.65162950629281,3.29322354028093e-06,0.000268485407917104
"ENSG00000241226",250.783489697783,1.97606257133261,0.425890341374088,4.63983889598685,3.48680894256468e-06,0.000282595609474448
"ENSG00000210174",945.049878822566,2.37570902836964,0.512815195897604,4.63268063695212,3.6096114520138e-06,0.000290837582373369
"ENSG00000199739",56.7749236912713,3.10441617552595,0.670377739781905,4.63084615031506,3.64174403901484e-06,0.000291720635869456
"ENSG00000200972",466.753419747822,2.31949548265702,0.501015171367699,4.62959130823351,3.66388141805507e-06,0.000291797446115392
"ENSG00000185567",44.7878295285218,3.08916549090943,0.669707144306223,4.6127109695233,3.97450800036927e-06,0.000313479223854756
"ENSG00000172809",469.287319072646,-1.96386052223513,0.425784072727423,-4.61233908928376,3.98162753480783e-06,0.000313479223854756
"ENSG00000263424",15.4374298976442,4.27856709066407,0.928312024966428,4.60897518893909,4.04658614152256e-06,0.000316783317374419
"ENSG00000269867",85.8570478961888,2.11720668918549,0.459741591973171,4.60521024451719,4.12049351502873e-06,0.000320746664689637
"ENSG00000258643",24.1322390102777,-4.33844278379932,0.94295671887909,-4.60089280551127,4.20683892246255e-06,0.000325628239739826
"ENSG00000243124",40.0384144317781,2.18745178939901,0.475635518803601,4.59900849057963,4.24506483135299e-06,0.000326751414784254
"ENSG00000199523",131.485856101556,2.0776401318862,0.453039138004773,4.58600583833952,4.5180597167284e-06,0.0003458323709838
"ENSG00000135333",247.948182576947,2.66162995808708,0.582757523398343,4.56730261081113,4.94040536902011e-06,0.000376071299305851
"ENSG00000244230",145.93195943409,2.01611745448769,0.441876164137433,4.56263002649909,5.05167883313125e-06,0.000382428741554299
"ENSG00000008513",37.8514914498876,2.49313717413946,0.546887894512781,4.55877191496547,5.14536144849591e-06,0.000387392295286211
"ENSG00000162595",11.4729650562302,4.60049088792996,1.00957673800756,4.55685111862741,5.19262026329818e-06,0.000388825662976752
"ENSG00000272435",119.880906098154,2.66540883129431,0.585130387485266,4.55523911986442,5.23260199558324e-06,0.000389701569162951
